viewer_id,day,battleground_state,minutes_tv_news,total_ads_seen,voting_intent,ads_candidate_A,ads_candidate_B
1,1,TRUE,70.71379919627098,6,2.728171970229596,1,3
1,2,TRUE,61.18789456381328,6,9.323622868396342,3,4
1,3,TRUE,72.32826076370726,11,1.2005385872907937,3,1
1,4,TRUE,14.994594914646505,4,3.2250674813985825,6,9
1,5,TRUE,75.17772667695391,14,2.30488104512915,1,3
1,6,TRUE,22.86594421122434,7,4.87115686526522,2,2
1,7,TRUE,69.34252726712101,9,7.030642121098936,3,6
1,8,TRUE,9.110806913764915,10,4.764869853388518,6,0
1,9,TRUE,11.934412679958903,9,9.138100151903927,4,6
1,10,TRUE,74.75850474345775,5,6.085819583386183,5,3
1,11,TRUE,34.5132923896662,9,8.4056137339212,4,3
1,12,TRUE,77.7597094704347,8,1.3779648835770786,2,5
1,13,TRUE,38.12851899901395,10,5.515778304543346,6,4
1,14,TRUE,89.6521648709111,11,9.73132120911032,2,4
1,15,TRUE,30.343058910606615,11,5.454020593315363,5,4
1,16,TRUE,7.716981250347259,8,1.8758157826960087,3,4
1,17,TRUE,73.49187894910136,7,3.6591630754992366,3,3
1,18,TRUE,7.87317326807035,8,2.2444758098572493,3,2
1,19,TRUE,55.06383331282191,7,1.8755259062163532,3,4
1,20,TRUE,18.010747603809342,9,7.1377697214484215,1,4
1,21,TRUE,57.32277453741786,6,7.103608951438218,5,3
1,22,TRUE,68.96414791597233,6,4.602306585293263,3,4
1,23,TRUE,52.951416373380425,5,6.730424612760544,3,5
1,24,TRUE,0,6,6.228557254653424,6,4
1,25,TRUE,59.115502868593914,8,7.474108771421015,4,3
1,26,TRUE,46.09273512376586,12,2.090443465858698,5,3
1,27,TRUE,66.15696344902605,9,0.4657865152694285,5,5
1,28,TRUE,30.462869633587513,13,1.1665765359066427,5,4
1,29,TRUE,56.908622192094185,10,3.2634120783768594,2,6
1,30,TRUE,50.33952126868718,8,7.365480349399149,6,5
2,1,TRUE,64.3063755406078,10,0.16616301611065865,6,3
2,2,TRUE,26.88115299360365,7,6.764391523320228,8,7
2,3,TRUE,29.390263492387966,6,9.760141083970666,6,5
2,4,TRUE,43.19251903769273,14,3.4906863793730736,3,4
2,5,TRUE,27.821152078941754,7,7.971994855906814,2,2
2,6,TRUE,69.89249314093644,7,2.055300581268966,2,6
2,7,TRUE,70.02071701572174,6,8.047476296778768,4,4
2,8,TRUE,28.322460872748955,12,0.9278463898226619,4,7
2,9,TRUE,32.7282014494373,8,6.425876202993095,5,6
2,10,TRUE,37.02880663738502,8,6.2541314493864775,5,2
2,11,TRUE,36.515734947477746,7,0.04055994562804699,5,4
2,12,TRUE,10.215717996700395,10,7.0306820049881935,3,2
2,13,TRUE,63.15508606953326,11,5.256335092708468,4,2
2,14,TRUE,110.1804328570277,10,2.905163886025548,2,2
2,15,TRUE,21.881802221118487,7,7.699863284360617,6,2
2,16,TRUE,61.06298080224016,6,7.478141654282808,6,5
2,17,TRUE,73.07005113175666,5,6.824960778467357,2,5
2,18,TRUE,63.114648998753836,10,9.795093443244696,3,3
2,19,TRUE,42.48296665159271,3,9.906397927552462,4,4
2,20,TRUE,39.738641712593854,7,2.7951324195601046,5,1
2,21,TRUE,58.559390477970936,5,6.170940569136292,2,2
2,22,TRUE,38.87678303813205,11,3.344343591015786,7,4
2,23,TRUE,9.639316498697088,6,7.706212899647653,5,8
2,24,TRUE,31.670886730259646,6,5.445122339297086,4,3
2,25,TRUE,92.04271628977283,11,8.881381812971085,3,0
2,26,TRUE,68.55708645270964,6,1.5954498923383653,4,3
2,27,TRUE,56.1008088296677,7,5.000140340998769,6,7
2,28,TRUE,74.72353343241424,11,7.119169102516025,2,2
2,29,TRUE,86.47513887742866,9,8.454830267000943,6,5
2,30,TRUE,34.898415704147276,4,4.354261616244912,3,5
3,1,TRUE,62.845061239269114,5,0.6611717608757317,3,5
3,2,TRUE,102.92631482820028,7,8.129325723275542,6,8
3,3,TRUE,52.73680889866163,9,3.1411703932099044,5,2
3,4,TRUE,107.29513866651122,10,5.705731420312077,3,5
3,5,TRUE,54.18540465676953,12,0.6728989421389997,1,2
3,6,TRUE,22.91720913745712,9,7.6302717020735145,6,3
3,7,TRUE,24.042003977698997,9,8.59020529082045,5,2
3,8,TRUE,36.200112749608536,7,8.448918394278735,2,2
